Id,review,sentiment
26614,"I saw this movie on television as SCREAMERS and loved it. I heard an interesting story about this film. When Roger Corman released it to drive-ins in the summer of 1981, his trailer department sent out an advance trailer which was not actually footage from the film. It was allegedly footage of a naked woman being chased around a laboratory set by a monster. During the film's opening at drive-in's, irate customers complained the did not see the movie they paid to see. Theater owners called Corman and said their customers felt ripped off. So Corman had to run off copies of the footage, and send the positive film to theater owners to splice into the film themselves. Since the footage was never part of the film negative, it has not appeared in any video, DVD or television broadcast. Has anyone ever seen this footage? Anyone who saw this film at a drive-in in the summer of 1981 remember this?",1
26615,"As if the storyline wasn't depressing enough, this movie shows cows being butchered graphically in a slaughterhouse for all of five minutes while the protagonist is narrating her early life as a butcher. Weird stuff. Then there's the core premise of the hero/heroine who goes and cuts his dick off because a he's besot-ten with at work says he would have gone with him if he was a girl. Is this person a psycho, a masochist, just a doomed queen who takes things too far? And what sort of traumatic childhood did he have? Just that he didn't get adopted and had to live it out with nuns who at first loved him and then later hated him because he was unruly. He tries to explain to us the reasons he did what he did, but it's really really so hard to empathize. Such sad and unusual self destruction. Was it supposed to be funny? What was it all about really?",0
26616,"If a movie has an unimaginative, hackneyed story and bland characters it needs to make up for it by being really, really funny. You can get away with a lot if you're funny. But while there are a few amusing moments scattered here and there in Grandma's Boy, they are so far and few between that they cannot begin to make up for the hack work the film displays in such abundance.<br /><br />The movie certainly doesn't aim to surprise anyone. When Alex hides marijuana in his grandma's house in a tea tin you know what's going to happen later on and it does. The movie appears to have been written by a committee who did a study of mediocre comedies and grabbed any gag that appeared in more than one of them.<br /><br />The most interesting thing about the movie is its somewhat unusual setting. The game takes place in a video game development company, which should be an interesting source for some clever comedy. But don't be fooled, this is not a movie about video game developers. This is basically a college frat house movie in which all the frat boys have been shoved into a big room to play video games.<br /><br />The way the movie completely fails to think through its setting and use it for original laughs can be seen in the character of J.P. J.P. is I think more-or-less conspired by the creator of Doom, John Carmack. At least inspired to the extent that he's an odd genius who makes games.<br /><br />In the movie, J.P. is a weird, obnoxious geek who is despised and jeered by the company game testers. That makes no sense at all. If you are one of the most significant people in the history of video games (as J.P. is supposed to be) then even if you're quirky and obnoxious, people will still admire and respect you on some level. If Stephen Hawking is obnoxious his associates still aren't going to make jun of him to his face.<br /><br />Also, game testers are just as likely to be geeks as J.P., but in the movie they are basically frat boys. It's a fun normal guys against the obnoxious dweebs movie. And while that formula has worked, very occasionally, in the past, it is absurd in the setting of a game company. If you decide to use an unusual setting for a movie, you don't simply cram in all the conventions of movies from different settings into that one. Unless you're a hack.<br /><br />About two thirds of the way through the movie I gave up. Something happened that I knew would result in a series of painfully predictable events. And I realized I hadn't actually laughed at anything for the last half hour anyway. So I stopped (although I did fast forward just to make sure I was right that they would follow the most predictable clichés, which they did).<br /><br />Normally if a movie's bad I just say it's bad and then run out of things to say, but this movie is such a phenomenally shoddy production that it deserves a long diatribe.<br /><br />Shame on the movie for luring a good actress like Linda Cardellini into it, then surrounding her with talentless nobodies. I'll give the movie 1 point for giving Shirley Jones the chance to be the anti-Shirley Partridge though.",0
26617,"As a psychiatrist specialized in trauma, I find this film a beautiful shown example of a severe psychic trauma, even a trauma. It not only explains the enormous difficulties those people have to cope wither, but that even love is sometimes not enough. But she tries!",1
26618,"I have an awful pan-and-scan videotape of ""Boom!"", and I want to see it in all its widescreen glory. So I voted ""1"" and hope you will too. Together, we can pull this movie down into the pits of cinematic dross, and hope that someone will see an opportunity for BIG MONEY in releasing ""Boom!"" in its Director's Cut Extended Version. The movie is one of my howling favorites_you just look at the people involved, the director, the actors, the cameraman, and you say to yourself, ""Yep, I guess you can fool some of the people for a lot of time."" Producers considering the DVD release of ""Boom!"" should note that, everywhere it's been shown, there have been sellout crowds in the theaters. But it hasn't been up to Frostbite Falls yet.",0
26619,"Some nameless aliens off on a distant ship from a distant planet have sent the giant robot Kronos to rob the world of its energy. They've got a prototype clanking around Mexico for openers and if he proves successful more will be sent. It would certainly take a lot of time for just this one Kronos to perform that task.<br /><br />For reasons I can't explain the aliens first capture the mind of leading scientist John Emery who telepathically directs Kronos to his first targets. Since Emery is killed off later and the monster seems to function well enough without Emery as a controller, why the aliens needed him in the first place is a bit bizarre.<br /><br />In any event scientists Jeff Morrow, Barbara Lawrence, and George O'Hanlon who work under Emery aren't fooled a bit about his nature. And of course they come up with a plan to deal with the raging metal giant.<br /><br />Kronos is a perfect film for the Fifties, the bad guys are never seen they're just out there looking to undermine mankind. It's a perfect film for the Cold War. And Jeff Morrow assures us we'll be ready for them in the future.<br /><br />The players look like they're having a grand old time mouthing as many clichéd lines the writers could put in the script. I get the impression that Kronos is the kind of film Ed Wood might have done on a bigger budget with a bit more care.",0
26620,"This movie was a disappointment. I was looking forward to seeing a good movie. I am the type of person who starts a movie and doesn't turn it off until the end, but I was forcing myself not to turn it off. <br /><br />Theonly reason why I didn't turn it off was because I am a huge Christian Slater fan and I wanted to see him act in it. I was really speechless after I finished watching the movie. <br /><br />This movie was one of the worst movies that I have seen in my life. Thank you Christian Slater for putting some humor into it. If you hadn't been in this movie I would of been bored out of my mind.<br /><br />I also agree that Anthony Hopkins needs to stick to acting. By the time the movie was over I didn't even get the plot. I was both confused and annoyed.",0
26621,"Throughly enjoy all the musical numbers each time I see this movie. Never seem to tire of it. Fred and Ginger are always a pleasure to watch. Seeing ""Lucy"" and Betty Grable before they hit the big time, is fun to watch.",1
26622,"This timeless summer love story is a classic and will never be dated. I can't even count how many times I've seen Dirty Dancing. This is one movie that I could probably watch every few weeks and still love.<br /><br />There is something timeless about this movie. I have loved other ""blockbuster love story movies"" like Pretty Woman and when Harry met Sally. I think their up there but there is something about Dirty Dancing that just makes it absolutely perfect. The characters, the chemistry between Swaze and Grey, the movie's direction, the INCREDIBLE dancing, the warm summery atmosphere, everything about dirty dancing is absolutely perfect. It is an instant classic and I've never really seen a movie like it either before or since.<br /><br />I don't think there is one particular element that makes this movie so loved but many things, a lot of which are mentioned by numerous reviewers. Dirty Dancing has a nostalgic, languid, summery mood, realistic characters, a relateable honest message coupled with incredible music and dancing, and the one of the best dance sequences cinema has ever given us. <br /><br />This movie is always on TV and I will continue to watch it as long as they show it. But I WILL mention I have no interest in seeing ""Havanna Nights"", this one they should have left alone.",1
26623,"Having read most of the comments I feel like I have a word to say as well.<br /><br />What bothers me most is that most people here are think that this movie is either pro or con to the subject of death penalty and whether it worked with them. I remember having read an article back in 1995 when the film was published (yes, it has interested me so much ever since I heard that it would come out that I have not forgotten about the articles I read back then) in which Tim Robbins said that he did not want to make a movie to convince audiences of neither one nor the other.<br /><br />And I think that is completely right. I have to admit that I believe that in the way he made this film he did tend a little bit to the anti-death-penalty-side, but nevertheless people are still allowed to make their own choice. And this is a very rare thing in American films.<br /><br />I have shown this movie to many people since it came out and I have seen all kinds of reactions. Death-penalty-supporters became opponents or became even stronger in their belief. And many death-penalty-opponents (including me) grew stronger in their belief that death penalty should be abolished everywhere in the world. But I have even seen opponents turn into supporters. This and the fact that people here seem to fight about it shows to me that there are really many ways of looking at it. So whatever effect it has on you, the important thing is that it makes you THINK.<br /><br />This is one of the few movies that really gives you the choice, that does not shy away with a simple path by making the convicted either bad or innocent. This may be a tough thing for people who prefer being entertained or tought a lesson. There is no lesson here you need to find one yourself.<br /><br />Everyone praises the acting, directing and the music but since this has been said so many times the I will not repeat it all again.<br /><br />So if you have not seen this yet, do so - if you dare to be challenged!",1
26624,"This movie purports to be a character study of perversion. Some reviewers have been gulled into assuming that because perversion is depicted, the film is psychologically deep; actually, considering the salacious material, it is surprisingly tedious and shallow, with no motivational substance. Why is the main character the way she is? You won't find out from the script. For a better treatment of the same theme (and a more entertaining movie), try Bunuel's Belle de Jour.",0
26625,"This movie was everything but boring. It deals with reality. To the people who think this movie was boring, open your eyes to the real problems in our society. Our children are dying. The consequences of alcohol and drug abuse are not to be ignored. I work in a correctional facility as a chemical dependency counselor,and i deal with these problems every day. People of all ages and all walks of life are effected by the consequences of their alcohol and drug abuse. It destroys families, hurts people and leads to serious brain damage,all kinds of health problems, and death. It is all preventable. This movie should be shown in every high-school in the world. If anyone owns this movie and wants to sell it, or sell me a copy, please e-mail me at: Ottenbreit2@netzero.net thank you",1
26626,"This film was basically set up for failure by the studio. One, Anne Rice (author of the book) offered to write the screen play but was refused by the studio. Two, they tried to stuff 2 in depth novels in to a 2hour movie.<br /><br />I maintain the only way for these two books -Vampire Lestat and Queen of the Damned- to work in a live action form would be through a mini-series. First off the the Vampire Lestat alone takes place from the 1700's to the 1980's and has a plethora of character vital to the plot understanding of the main character, Lestat. The entire book Vampire Lestat sets up the events of the second part Queen of the Damned. Without that full understanding the premise of a movie is destroyed.<br /><br />Lestat was not cruel and vicious to all, he was not wanting to go along with Akasha's plans, Marius did not make Lestat, Lestat did not love Jesse or make her, Lestat could not go remain unscathed by the light, Marius was not after David nor the other way around, every character was completely represented wrong, BASICALLY same names different story.<br /><br />If they wanted to make a vampire movie, fine. Even if you wanted to be inspired by these novels, fine. But don't piggie back into the theaters off the success of Rice's great novels and characters just to destroy what her loyal readers have come to love.<br /><br />If you haven't read the books you won't understand the film really, if you have read the books you will be insulted. That being said, I am such a huge fan I had to see the movie knowing full well this was going to be the case and still went for it. Catch 22, must see it, will hate it.",0
26627,"It's been nearly 30 years, and I STILL hate everyone involved in this movie. It remains the worst movie I've ever seen.<br /><br />Before seeing this, I never much minded Rivers, one way or the other. After seeing this movie, I have an allergic reaction when I accidentally see her on television.<br /><br />I got dragged to this - against my better judgment - by peer pressure. However, coming out of the theater, those friends swore an oath to never again overrule my choice of movie. Nearly thirty years later, we still carry around mental scars from this movie.<br /><br />On my deathbed, one of my regrets will be the time I wasted hoping that this movie might get better. It never did.<br /><br />If you are ever given a choice, you would prefer putting your own eyes out to sitting though this movie.<br /><br />I registered for IMDb comments just in the hope that perhaps I can warn others against viewing this movie. If I can save just one person from watching this, then my existence on this earth will have been justified.",0
26628,"People forget that there have been several King Kong ripoffs- Congo, King Kong Vs. Godzilla, King Kong (1976), they all ripoff one another, but YETI stands on its own. It only borrows one element from King Kong and that is the animal's attraction with one female.<br /><br />The YETI myth is based on Bigfoot (not like King Kong)and archeologists have been fascinated it, at one time they did exist,but there is no scientific data to prove it.<br /><br />This movie is hard to find ,but its worth watching it. The first time I watched it was on ""Elvira's Mistress of the Dark Shows"" in the early 1980's. It sent chills down my spine as a kid, especially when the YETI got mad. I saw it again, around 1:00am on ABC about 2 to 3yrs ago. Seeing it again made me appreciate it more, it has some overall good effects (for its time) and the story involves a mute boy and his dog, and an evil businessman person who wants to kill the YETI for his own purposes. Also the music is pretty cool,its very YETI like. :-)<br /><br />Gianfranco Parolini and the Yetians creates a great monster like atmosphere.<br /><br />Vote 7 and half out of 10.",1
26629,"True, it does not follow the book very closely, but it's still a very entertaining take on the story. Swayze was far better in the role than I expected. And Doody avoided the ""silly woman out of her depth in the wilderness"" portrayal most of us probably expected (cf. Kate Capshaw in ""Indiana Jones & the Temple of Doom"").<br /><br />At any rate, it's amazingly better than Richard Chamberlain's awful pair of Quatermain flicks.<br /><br />It is very reminiscent of a western in many ways. About the only thing I didn't care for was all the mysticism, but I guess that is part and parcel of the genre. Like ""how can you have an African adventure story without witch doctresses and preternaturally wise wandering tribesmen?"" Heh.",1
26630,"It is often only after years pass that we can look back and see those stars who are truly stars. As that French film critic, whose name escapes me, said: ""There is no Garbo. There is no Dietrich. There is only Louise Brooks""; and there is, thank heavens! Louise Brooks! This is the third of her European masterpieces. But it is also an exceptional film for being one, if not the, first French talkie, for following a script written by famed René Clair, for reportedly being finished (the direction, that is) by Georg Pabst, and for incorporating the voice of Edith Piaf before she was well known! So much talent working on and in a film, how couldn't it turn out to be a masterpiece?! And that's what this film is. It's a shame Louise Brooks was blackballed by Hollywood when she came back to the States--so much talent cast so arrogantly by the wayside! In the film, in addition to getting to watch Louise Brooks in action, it's great to see pictures of Paris ca. 1930 and to hear Piaf's young voice. I never get tired of this film!",1
26631,"This movie really kicked some ass. I watched it over and over and it never got boring. Angelina Jolie really kicked some ass in the movie, you should see the movie, you won't be disappointed. And another reason you should see the movie is because the guy from The X-Files is in it, David Duchovny.",1
26632,"This is an excellent, suspenseful, murder-mystery movie. Not only was the plot full of suspense and intrigue but you get to see gorgeous Ryan Gosling for a couple hours, what's not to love! Also, Sandra Bullock is good in this movie - I've always been a fan of hers, (I just wish she hadn't decided to be in ""The Lake House"" which was horrible, but that's another story altogether). Obviously since there are thousands of other murder/horror movies out there, there are bound to be similarities between them, no need to bash this movie for having some similarities to at least a few that have already been made. Anyway, this is a great movie for those of you that actually enjoy ""scary"" movies, it's a little dark and twisted but overall a great movie!!!",1
26633,"So, back when Herbie made his first appearance, I was perfectly happy watching Dean Jones mug away. I only wanted to be entertained for a few hours and eat overly buttered popcorn. Now, unfortunately, I have expectations of a riveting/delightful story whenever I watch a movie, if I'm not on some sort of medication. And this is another good movie for the medicated. There are no major laughs, no complex plot lines, no difficult twists. Herbie Fully Loaded is great for the fully loaded.<br /><br />This was the first time I had seen La Lohan on the screen since she swapped places with Jamie Lee Curtis (I thought she was excellent in that), and I can't say I was terribly impressed this time around. Aside from her constantly changing and distractingly unnatural hair color, she just didn't ring true as the kid next door who had spent a lifetime hanging around road racers. Her 'need for speed' wasn't portrayed consistently in the film - perhaps it was elsewhere - she looked older than her part, and seemed to always be looking for something (a party? designer togs? new place to spend money?) off set. I couldn't see any chemistry with Justin Long; that romance seemed obligatory at best. The only time Lindsay appeared engaged was when she was interacting with Matt Dillon, who I thought was appropriately over the top as Evil Bad Guy Trip Murphy.<br /><br />It was great to see Herbie again, and I loved the movie intro with material from the old movies. If Disney had popped out with some Car 53 jewelry, I might have worn some just to be loyal. His new feature (?) was a little inconsistent (does he channel the thoughts of his driver? Does he now skateboard?) but whatever. We all knew how it was going to end, but I do wish he had ended up with someone a little less dopey than Maggie. And my head still hurts from that lesson Maggie and we viewers had hammered home. <br /><br />What would have made the movie worthwhile? Have the old Herbie in a real story with a real plot - at the very least, Herbie's as good as Lassie - but clearly that's asking too much. Why is it that Disney always goes back to the same well as ""Herbie Goes Bananas"" and ""the Computer That Wore Tennis Shoes"" when it comes to innovation? <br /><br />I'm sure this was a great movie for kids and those with no expectations. For the rest of us....it's for when you have the 'flu and just can't take the suspense of Rear Window.",0
26634,"The DVD sleeve explains the premise: ""Three problem teens are headed for jail,"" and are ""set to do time until Captain Greer offers them a deal to work for him - undercover."" The film opens with definitions of the words ""Mod"" and ""Squad"", so you won't have to look them up in the dictionary. For a visual definition of ""Cool"", search for photographs of the original threesome: Michael Cole (as Pete Cochran), Clarence Williams III (as Linc Hayes), and Peggy Lipton (as Julie Barnes). <br /><br />One black. One white. One blonde. Once they defined cool.<br /><br />The three who make up Scott Silver's version of Aaron Spelling's ""The Mod Squad"" are twentysomethings: Claire Danes (as Julie Barnes), Giovanni Ribisi (as Pete Cochran), and Omar Epps (as Linc Hayes). They aren't able to do much with the material given. Mr. Ribisi's portrayal is the most ""far out"", meaning he digresses most from the original characterization. Ms. Danes romances Josh Brolin (as Billy Waites), who looks like he could be in a re-make of ""Marcus Welby, MD"". You won't believe hefty Michael Lerner dancing with Mr. Epps' ""Linc"". He explains, ""I'm not a fairy, I just like to dance!"" and requests, ""Spin me!"" <br /><br />*** The Mod Squad (1999) Scott Silver ~ Claire Danes, Giovanni Ribisi, Omar Epps",0
26635,"I just recently watched Ed Wood Jr.'s autobiographical movie Glen or Glenda for the first time after having heard so much about it for so many years. Nothing I had read or heard about this film could prepare me for what I saw. This has to be the most bizarre movie ever made. Stampeding buffalo, women in bondage, Satan prancing around and Bela Lugosi, rambling only as he can, ""Bevare, Bevare....pull the string, pull the string..."", it was totally insane. The acting was atrocious and the dialog was unintentionally hilarious, exactly what one would expect from an Ed Wood film. Having said all that, as horrible as this movie was, I have to give Wood credit...he was way ahead of his time. You have to remember that when this movie was made transvestites were not even discussed in public, much less the subject for a movie. I have read that Wood was a transvestite in real life, and I'm sure this movie was based on his own experiences. It was sad to see Bela Lugosi having to say the ridiculous lines he had to say for this film, but it was kind of Ed Wood Jr. to at least give Mr. Lugosi an acting job at a time in Bela's life when he was penniless and a drug addict and no one else in Hollywood would hire him. If you have never seen this film then you have to see it, especially if you are a fan of Ed Wood Jr.",0
26636,"It is the early morning of our discontent, and some friends of mine and I have just gotten through watching ""The Wind."" Truly a disaster film. Not in the sense of forces of nature wreaking havoc on an unsuspecting populace, but rather an awful movie wreaking havoc on an unsuspecting audience. To give you an indication of how frustrating it was to watch this particular bomb, I'll give you an example quoted during my first pained viewing. If given the choice of watching this movie for a second time and, say, boiling myself, I'm afraid to say the choice would not be an immediate one. But rather than simply ranting ""ad peliculam"" with lousy one-liners, I'm going to get specific as to why exactly my friends and I panned this particular film.<br /><br />To start this off, I like low-budget horror flicks. I even like artsy, low-budget horror flicks. I liked ""Cold Hearts"", ""Midnight Mass,"" ""Jugular Wine,"" etc. Films that were ambitious and daring, even if they were lacking in production value, execution and even acting. Generally, an interesting premise, unusual camera technique or merely just a well done scene or two will save a movie that is running a little rough around the edges. With these provisos in mind, I would like to say conclusively that I hated ""The Wind.""<br /><br />The movie was probably most disappointing in the sense that it was incredibly frustrating to watch. From the actions of the main characters, to the flow (?) of the plot, to the big portents hinted at by the opening which ultimately aspired to dust (and did not even attach themselves logically to what transpired in the remainder of the film, and left the viewer, expecting something more, with a sense of much ado about nothing). The dialogue was spotty at best, woodenly delivered and completely unrealistic. By this I mean, no one in any of the situations that the characters were in would have reacted the way the characters did, or said the things that they said in the way that they said them. There was an obvious lack of vision and direction that would have corrected this problem. <br /><br />Character interaction and development was abysmal. Claire, the ""lambent sex goddess,"" or so the aggravating, passive-aggressive lamesters in the movie thought, was so overt in her manipulations she may as well have pulled a gun on the characters. Nevertheless, she was the shining high point of the film. The other main characters (with the exception of Mick's Milfy Mom, who was not terrible) are so indistinct that they may as well have been portrayed by the same actor. Let's see if I missed anything: borderline personality, co-submissive goons with profound feelings of sexual confusion and inadequacy, spurred to fits of puerile rage through the artless orchestrations of a loose-lipped bimbette-suddenly-and-unmasterfully-turned-Caligari. No, I think that about covers it.<br /><br />Lack of scope was also problematic. How did those involved with the making of this film expect the casual viewer to derive that this was the beginning of the end of the world from this amateurish, unbelievable, poorly-portrayed lust pentagon (well, what would you call it?) that occurred largely in the woods in the middle of nowhere? There were no witnesses to the ""atrocities"" presented. There were no witnesses anywhere in this film.<br /><br />The believability problems stemming from this lack of attention to detail were rife even from the point where the plot begins to sicken. Case-in-point: If that guy Bob took that route through the woods to come home from the gym, and here's the key, ****every day****, there's a jolly good chance that someone else would have been around to see something at some point afterwards while the perpetrators argued vociferously about the crime scene. One would think that with the murder of a young man in the woods, said town would have been in an uproar, the characters would have been questioned, etc. But instead, there wasn't a witness in sight (other than Earl, the closet psychopath with no inner monologue). We suggest that there be no witnesses *for* this film, either. <br /><br />As for the quasi-homosexual meanderings present, I don't have a problem with those either. It's not as if they came as a surprise, considering we had been shouting as to the closet case stati of most of the male characters since the second scene. Again, not problematic in and of itself, but thrown in for the wrong reasons. It was utterly unnecessary, thrown in for pure ""shock"" and/or ""dangerous art"" value, and neither shocking nor dangerously artistic from any perspective. What we had instead was an awkward attempt to redeem a boring, clumsy movie with a boring, clumsy plot. The poorly hinted-at sexual tension, which was only hinted at heavy-handedly in anticipation of this flaccid snogging scene, only pushed this film further down the totem pole from ""mediocrity warranting criticism"" to ""film sucking so bad that it lacks the inherent grace to suck enough to properly mock and harangue.""<br /><br />So it is with most of the film, a lot of artistic fumbling, very little meat and a lot of aggravation. It's not that we don't get it. Oh, we got it, alright. We just don't want it. Look, the very fact that we were cheering the bludgeoning in the final scene as the *only* tableau that made sense on its face is an indication that something was terribly wrong with this film. Rather than moving briskly along as its name implies, this movie oozed languidly forward like the sweat trail working it's way down the side of your nose while your hands are full. Argh. That sensation pretty well sums up the gut-wrenching frustration realized while watching this train wreck. There is no breath of fresh air with regard to this movie, only the stale miasma of bad ideas poorly realized, putrefying before coming to fruition.",0
26637,"This is an odd movie. On the surface it's no different to many other d-grade gore movies but in at least a few ways it stands out. Firstly, the main killer character is really weird. How the heck a guy who only ever clucks like a chicken got paroled is totally beyond me. What was that female parole board member thinking: ""he's totally reformed and rehabilitated"". He clucks! Another problem with Luther the Geek is the script/direction for the women. The daughter is so pathetic and seemingly stupid that if she was mine I'ld slap her. In attempting to untie her mother off the bed she struggles with knots and just doesn't seem to think, ""I'll get scissors, or a knife"". Later on, in a similar attempt to untie her mother she wanders down stairs and starts searching in a box of scrap-booking stuff for some scissors, eventually she gets a knife. By the way, this is after the killer has obviously left in the car and just returned. Bizarre. On the plus side the daughter did get her kit off for the shower scene, so that was nice, although again unusual. It seems that in many of these d-grade gore movies they happily show throats being bitten open with gushing blood but the sight of a female breast is somehow too strong for the audience. In general, it worked but it was annoying and nasty, although the bare breasts made up for some of that.",0
26638,"I'm sorry to report that I have seen this film several times. When it bombed at the box office, it was repeated nightly for about a month on HBO. And I watched it over and over because television in general is so bad--or was at that time. I no longer watch, so it might be wonderful now--like Samuel L Jackson says about swine, ""It might taste like sweet potato pie, but I'll never know because I wouldn't eat the filthy mfer."" Let's see. Dudley plays Arthur wandering in the desert, always a few steps behind Moses. It came out right after Life of Bryan, so you can guess where the inspiration for this came from. The few mildly funny bits go on way too long until you just close your eyes and grit your teeth. There's one scene where Arthur and Dom Deluise meet in the desert, both of them dragged out and dessicated, dying of thirst. Then they meet like old acquaintances who didn't really know each other very well, promise to do lunch. It could have been funny.<br /><br />But the scene that I remember most clearly is a meeting with pharaoh in which pharaoh is a black street kid done up in full King Tut regalia. He must have read the lines straight because at some point before the release, they overdubbed his scene with the Hollywood equivalent of black street lingo voiced by a Jimmy Walker wannabe (Kid Dyno-wannabe). Or it might have been Jimmy Walker--who knows? Who cares. They managed to turn an essentially boring scene into a very racist, very unfunny, very long piece of excrement, one of those legendary things that just won't flush, no matter how many times you try, so you leave it there for someone else to deal with.<br /><br />Well that's my review. If you rent this movie (DON'T BUY IT, WHATEVER YOU DO!) prepare yourself with a bottle of tequila and a six pack of Corona.<br /><br />Now that they've remade the Poseiden Adventure, this one is probably high on the list for remakes. Maybe they'll hire a comedy writer this time.",0
26639,"NATURAL BORN KILLERS (1994)<br /><br />Cinema Cut: R <br /><br />Director's Cut: NC-17<br /><br />It's an unusual Oliver Stone picture, but when I read he was on drugs during the filming, I needed no further explanation. 'Natural Born Killers' is a risky, mad, all out film-making that we do not get very often; strange, psychotic, artistic pictures.<br /><br />'Natural Born Killers' is basically the story of how two mass killers were popularised and glorified by the media; there is a great scene where an interviewer questions some teenagers about Mickey and Mallory, and the teenager says 'Murder is wrong.... but If I was a mass murderer I'd be Mickey and Mallory'. Mickey describes this with a situation of 'Frankenstein (the monster) and Dr. Frankenstein' - Dr. Frankenstein is the media who has turned them into these monstrous killers<br /><br />Most Oliver Stone films examine the flaws of the America, the country that the director loves and admires. I guess 'Natural Born Killers' is about the effect of mass media, technology and how obsessive as a nation, Americans are (and most of the world) over things such as mass killers and bizarre situations.<br /><br />The killers played by Woody Harrelson (Mickey) and Juliette Lewis (Mallory) are executed astonishingly by two excellent actors who step into the lives of two interestingly brutal killers. Mickey and Mallory believe that some people are worthy of killing, perhaps in the cruel theory of Social Darwinism (survival of the fittest) - Mickey says in his interview in prison, that other species commit murder, we as humans ravage other species and exploit the environment; the script is interesting, but it is questionable how much this film amounts to, in the sense of making us think about society and human behaviour, rather than the intensity of a 2 hour bloodbath that we have seen.<br /><br />The last hour of the film takes place in a maximum security prison; we see the harsh realities of prison life; the attitudes of the warden etc;overfilling of prisons - maybe Stone is questioning the future, the path that society is leading to.<br /><br />Two other interesting characters; First, a reporter who runs a show about 'America's Maniacs' and is obsessed with boosting ratings, that he goes to any length to capture the story of Mickey and Mallory. The other is police officer Scagnetti, an insane, perhaps sadistic officer that is in love with Mallory - he also has some weird obsession with mass killers, since his mother was killed during the massacre at Waco, Texas by Charles Whitman.<br /><br />The cinematography is superb; different colours, shadows, styles create a feeling of disorientation; the green colour most evident of all is green, to resemble the sickness of the killers (in the drugstore when they are looking for rattlesnake antidote).<br /><br />The camera work is insane; shaky, buzzy, it takes some determination to get use to it and accept it. Highly unorthodox, psychedelic and unusual.<br /><br />'Natural Born Killers' does not glamourise the existence of insane murderers, it questions it and how we as the public may fuel this attribute...<br /><br />Although the above review sound quite positive, I did dislike the film. Quentin Tarantino, who originally wrote the script for the film, was not pleased with the altered screenplay and he asked for his name to be removed. I can see why. While mildly interesting at times, Natural Born Killers is a mess of a picture.<br /><br />4/10",0
26640,"Dead or Alive: Final, the movie that supposedly brings together the three films in the very loose Dead or Alive trilogy, and connected mostly by its stars, Riki Takeiuchi and Sho Aikawa and that each film has its share of bizarro-world fixtures and neuroses and heaps of violence, is admittedly the weakest of the lot. That none of the three films ends up being a disappointment is less a testament to the creativity of the material but to the pound-for-pound guts that director Takashi Miike takes with the surroundings and the material. Here he presents an overtly dystopian future, however low-key, where a homosexual mayor/dictator (Richard Chen) has the entire village drugged except for a group of rebels. There's also replicants- robots- in this year of 2346, one of them is Ryo (Aikawa), a robot of complete lethal skill but also with the capacity to love and learn and so forth. Then a cop, Takeshi (Takeiuchi) happens to be the mayor's top guard. But things start to unravel on both sides, Ryo teaming up with the rebels and Takeshi with his employer, though blood-soaked mishaps like a hostage trade-off gone bad, and with Takeshi finding out his wife and son are robots (not done in an Alien mood, mind you, just suddenly as if in a the power went out), and that he himself is one as well. And it all leads up to one last, inexplicable showdown between the two men.<br /><br />Strange that there's yet another film where Miike has peaks and valleys here, sometimes finding that middle ground of success where science fiction can have some meaning to it. But there really isn't anything to take from this story, except that the mayor/dictator is a dingbat with no back-story who gets his rocks off making sure his drug stops couples from getting pregnant and that everything remains under control. He also has along with him his love slave, I'd guess, in the hilarious non-speaking part of a saxophone player who also doubles sometimes as a human fixture when not plugging away the moody blues. Meanwhile, we get the conventional sides to Ryo and Takeshi's stories, and they're never uninteresting, just not totally convincing enough to hold interest. Of course Miike isn't above having some fun, like when Takeshi plops Michelle (Maria Chen) in to the water to get her to swim after a near-assassination attempt on the mayor, or in having the original rebel leader speaking English for no good reason at all. There's even a playful homage to old sci-fi cartoons at the start of the film. But there's nothing very compelling substance-wise, with the exception of Takeshi's minor turns at becoming ""good"" midway through the film (helping one couple get by with clearance to have a kid), and mostly Miike's strengths this time are purely stylistically and in the choice of locations and sets.<br /><br />It's like a grungy Japanese Alphaville where everything still has a contemporary feel through all of the special effects. And I really liked the yellow-green tint Miike used through the movie, as it impacted very well in outdoor scenes and added just enough grittiness in the indoor scenes. But as for peaks and valleys, one sees this ever more clearly- and the sci-fi movie channel level of visual effects, with maybe a few more dollars put into it- during the climax. This contains some of the funniest material in the most delirious, Freudian sensibility from the director, even if it has to get started by unbearable contrivance; the way that Ryo and Takeshi finally meet up is sort of random and just a means for the producers to try and cheaply tie together the past two films, when it wasn't needed. On the other hand, in terms of the sheer guilty entertainment value of a flick like Miike's where one sees something totally unexpected and very crudely sexual, it ranks right up there with the best scenes in Happiness of the Katakuris and Visitor Q. Overall, Dead or Alive: Final is a cheesy 90 minute effort that doesn't take itself TOO seriously, and is better off all the more for its wicked contrivances, militaristic decay and cultural hang-ups put on pulp-level display.",1
